"areacode","areaname","procode3","CountAdm"
"E06000025","South Gloucestershire","RCF",1
"E06000025","South Gloucestershire","RJ6",1
"E06000025","South Gloucestershire","RL4",1
"E06000025","South Gloucestershire","RQ3",1
"E06000025","South Gloucestershire","RWA",1
"E06000025","South Gloucestershire","RC1",1
"E06000025","South Gloucestershire","RJ2",1
"E06000025","South Gloucestershire","RMC",1
"E06000025","South Gloucestershire","RQ8",1
"E06000025","South Gloucestershire","RJR",1
"E06000025","South Gloucestershire","RTF",1
"E06000025","South Gloucestershire","RVV",1
"E06000025","South Gloucestershire","RJE",1
"E06000025","South Gloucestershire","RWD",1
"E06000025","South Gloucestershire","RXR",1
"E06000025","South Gloucestershire","RPY",1
"E06000025","South Gloucestershire","RWF",1
"E06000025","South Gloucestershire","RNS",1
"E06000025","South Gloucestershire","RPA",1
"E06000025","South Gloucestershire","RR8",1
"E06000025","South Gloucestershire","RWH",1
"E06000026","Plymouth","RK9",28512
"E06000026","Plymouth","RA7",91
"E06000026","Plymouth","REF",67
"E06000026","Plymouth","RA9",59
"E06000026","Plymouth","RH8",54
"E06000026","Plymouth","RBA",35
"E06000026","Plymouth","RVJ",23
"E06000026","Plymouth","RTE",17
"E06000026","Plymouth","RBZ",13
"E06000026","Plymouth","RHM",12
"E06000026","Plymouth","RHU",11
"E06000026","Plymouth","RRK",22
"E06000026","Plymouth","RA4",11
"E06000026","Plymouth","RXQ",11
"E06000026","Plymouth","RD1",11
"E06000026","Plymouth","RH5",10
"E06000026","Plymouth","RTH",9
"E06000026","Plymouth","RYJ",8
"E06000026","Plymouth","R1K",7
"E06000026","Plymouth","RDU",7
"E06000026","Plymouth","RBD",7
"E06000026","Plymouth","NR5",8
"E06000026","Plymouth","RRV",6
"E06000026","Plymouth","RT3",6
"E06000026","Plymouth","RA2",6
"E06000026","Plymouth","RDE",6
"E06000026","Plymouth","RN3",6
"E06000026","Plymouth","RLT",5
"E06000026","Plymouth","RXL",5
"E06000026","Plymouth","RAX",5
"E06000026","Plymouth","RHW",5
"E06000026","Plymouth","RDZ",5
"E06000026","Plymouth","REM",6
"E06000026","Plymouth","RVV",5
"E06000026","Plymouth","RKB",4
"E06000026","Plymouth","RTX",4
"E06000026","Plymouth","RCB",4
"E06000026","Plymouth","RQM",4
"E06000026","Plymouth","RW6",4
"E06000026","Plymouth","RXW",4
"E06000026","Plymouth","RD3",4
"E06000026","Plymouth","RN5",4
"E06000026","Plymouth","RAJ",3
"E06000026","Plymouth","RQX",3
"E06000026","Plymouth","RWA",3
"E06000026","Plymouth","R1H",3
"E06000026","Plymouth","RA3",3
"E06000026","Plymouth","RNQ",3
"E06000026","Plymouth","RF4",3
"E06000026","Plymouth","RJE",3
"E06000026","Plymouth","RJZ",3
"E06000026","Plymouth","RWE",3
"E06000026","Plymouth","RJ7",3
"E06000026","Plymouth","RJC",3
"E06000026","Plymouth","RNZ",3
"E06000026","Plymouth","RD8",3
"E06000026","Plymouth","RX1",3
"E06000026","Plymouth","RM1",2
"E06000026","Plymouth","RRE",2
"E06000026","Plymouth","R0A",2
"E06000026","Plymouth","RWW",2
"E06000026","Plymouth","RBT",2
"E06000026","Plymouth","RJ1",2
"E06000026","Plymouth","RVY",2
"E06000026","Plymouth","RXC",2
"E06000026","Plymouth","RHQ",2
"E06000026","Plymouth","RJ6",2
"E06000026","Plymouth","RTF",2
"E06000026","Plymouth","RWF",2
"E06000026","Plymouth","RWH",2
"E06000026","Plymouth","RAE",2
"E06000026","Plymouth","RPC",2
"E06000026","Plymouth","RTP",2
"E06000026","Plymouth","RXN",2
"E06000026","Plymouth","RAS",2
"E06000026","Plymouth","RGP",2
"E06000026","Plymouth","RNS",2
"E06000026","Plymouth","RTG",3
"E06000026","Plymouth","RTK",2
"E06000026","Plymouth","RGR",2
"E06000026","Plymouth","RGT",2
"E06000026","Plymouth","RJR",2
"E06000026","Plymouth","RXH",2
"E06000026","Plymouth","RCF",1
"E06000026","Plymouth","RL4",1
"E06000026","Plymouth","RLQ",1
"E06000026","Plymouth","RQ8",1
"E06000026","Plymouth","RXK",1
"E06000026","Plymouth","RBN",1
"E06000026","Plymouth","RC1",1
"E06000026","Plymouth","RKE",1
"E06000026","Plymouth","RXR",1
"E06000026","Plymouth","RBK",1
"E06000026","Plymouth","RFS",1
"E06000026","Plymouth","RJL",1
"E06000026","Plymouth","RPA",1
"E06000026","Plymouth","RXF",1
"E06000026","Plymouth","RWG",1
"E06000026","Plymouth","R1F",1
"E06000026","Plymouth","RFF",1
"E06000026","Plymouth","RGM",1
"E06000026","Plymouth","RGN",1
"E06000026","Plymouth","RJN",1
"E06000026","Plymouth","RQW",1
"E06000026","Plymouth","RR7",1
"E06000026","Plymouth","RTD",1
"E06000026","Plymouth","RVN",1
"E06000026","Plymouth","RXT",1
"E06000026","Plymouth","RDD",1
"E06000026","Plymouth","RJ8",1
"E06000026","Plymouth","RTQ",1
"E06000026","Plymouth","RAL",1
"E06000026","Plymouth","RAP",1
"E06000026","Plymouth","RBQ",1
"E06000026","Plymouth","RBS",1
"E06000026","Plymouth","RC9",1
"E06000026","Plymouth","RFR",1
"E06000026","Plymouth","RJ2",1
"E06000026","Plymouth","RV3",1
"E06000026","Plymouth","RWY",1
"E06000026","Plymouth","RYR",1
"E06000026","Plymouth","RYV",1
"E06000027","Torbay","RA9",19129
"E06000027","Torbay","RH8",388
"E06000027","Torbay","RK9",220
"E06000027","Torbay","RA7",66
"E06000027","Torbay","RBA",28
"E06000027","Torbay","RVJ",23
"E06000027","Torbay","REF",23
"E06000027","Torbay","RBZ",14
"E06000027","Torbay","RD1",11
"E06000027","Torbay","RJE",8
"E06000027","Torbay","RAS",8
"E06000027","Torbay","RTE",8
"E06000027","Torbay","RJ1",7
"E06000027","Torbay","RYR",7
"E06000027","Torbay","RDU",7
"E06000027","Torbay","RT3",7
"E06000027","Torbay","RN5",7
"E06000027","Torbay","RA3",6
"E06000027","Torbay","RRK",9
"E06000027","Torbay","RA4",6
"E06000027","Torbay","RJZ",6
"E06000027","Torbay","RHM",6
"E06000027","Torbay","RN3",6
"E06000027","Torbay","RGT",5
"E06000027","Torbay","RHW",5
"E06000027","Torbay","RBD",5
"E06000027","Torbay","RRV",6
"E06000027","Torbay","RXH",5
"E06000027","Torbay","RAX",5
"E06000027","Torbay","RWF",5
"E06000027","Torbay","R1K",4
"E06000027","Torbay","RHU",4
"E06000027","Torbay","R1F",4
"E06000027","Torbay","RW6",4
"E06000027","Torbay","RD3",4
"E06000027","Torbay","R1H",3
"E06000027","Torbay","RQ8",3
"E06000027","Torbay","RXK",5
"E06000027","Torbay","RJ2",4
"E06000027","Torbay","RYJ",3
"E06000027","Torbay","RNQ",3
"E06000027","Torbay","RLQ",3
"E06000027","Torbay","RXQ",3
"E06000027","Torbay","RC9",3
"E06000027","Torbay","RTH",3
"E06000027","Torbay","RWP",3
"E06000027","Torbay","RBT",3
"E06000027","Torbay","RDZ",3
"E06000027","Torbay","RQM",2
"E06000027","Torbay","RAL",2
"E06000027","Torbay","RVV",2
"E06000027","Torbay","RBS",2
"E06000027","Torbay","RH5",2
"E06000027","Torbay","RNZ",2
"E06000027","Torbay","RVR",2
"E06000027","Torbay","RBN",2
"E06000027","Torbay","RM1",2
"E06000027","Torbay","RM3",2
"E06000027","Torbay","RA2",2
"E06000027","Torbay","RF4",2
"E06000027","Torbay","RJC",2
"E06000027","Torbay","RNA",2
"E06000027","Torbay","RWV",2
"E06000027","Torbay","RJR",2
"E06000027","Torbay","RWW",2
"E06000027","Torbay","RXC",2
"E06000027","Torbay","RXW",3
"E06000027","Torbay","R0A",2
"E06000027","Torbay","RGN",2
"E06000027","Torbay","RPA",2
"E06000027","Torbay","RTK",2
"E06000027","Torbay","RNS",2
"E06000027","Torbay","RTG",3
"E06000027","Torbay","RVW",2
"E06000027","Torbay","RWA",2
"E06000027","Torbay","RQX",1
"E06000027","Torbay","RVY",1
"E06000027","Torbay","RAP",1
"E06000027","Torbay","RD8",1
"E06000027","Torbay","RP6",1
"E06000027","Torbay","RTP",1
"E06000027","Torbay","RWJ",1
"E06000027","Torbay","RXE",1
"E06000027","Torbay","RXP",1
"E06000027","Torbay","RDD",1
"E06000027","Torbay","RFR",1
"E06000027","Torbay","RMP",1
"E06000027","Torbay","RRJ",1
"E06000027","Torbay","RGM",1
"E06000027","Torbay","RK5",1
"E06000027","Torbay","RKB",1
"E06000027","Torbay","RR7",1
"E06000027","Torbay","RWG",1
"E06000027","Torbay","RBK",1
"E06000027","Torbay","RBQ",1
"E06000027","Torbay","RDE",1
"E06000027","Torbay","RWE",1
"E06000027","Torbay","RWH",1
"E06000027","Torbay","RCX",1
"E06000027","Torbay","RX1",1
"E06000027","Torbay","RJ7",1
"E06000027","Torbay","RJL",1
"E06000027","Torbay","RN7",1
"E06000027","Torbay","RP5",1
"E06000027","Torbay","RWD",1
"E06000028","Bournemouth","RDZ",18188
"E06000028","Bournemouth","RD3",7312
"E06000028","Bournemouth","RDY",242
"E06000028","Bournemouth","RHM",239
"E06000028","Bournemouth","RNZ",109
"E06000028","Bournemouth","RBD",68
"E06000028","Bournemouth","RVJ",27
"E06000028","Bournemouth","RTH",16
"E06000028","Bournemouth","RHU",16
"E06000028","Bournemouth","RYJ",15
"E06000028","Bournemouth","RDU",14
"E06000028","Bournemouth","RJ1",14
"E06000028","Bournemouth","REF",12
"E06000028","Bournemouth","RQM",12
"E06000028","Bournemouth","RYR",11
"E06000028","Bournemouth","RJ7",10
"E06000028","Bournemouth","RHW",9
"E06000028","Bournemouth","RN5",9
"E06000028","Bournemouth","RXH",9
"E06000028","Bournemouth","RAX",9
"E06000028","Bournemouth","RAL",9
"E06000028","Bournemouth","RRV",10
"E06000028","Bournemouth","RD1",8
"E06000028","Bournemouth","R1H",8
"E06000028","Bournemouth","RVR",8
"E06000028","Bournemouth","RBA",8
"E06000028","Bournemouth","RA9",8
"E06000028","Bournemouth","RJZ",8
"E06000028","Bournemouth","RA7",8
"E06000028","Bournemouth","RA4",7
"E06000028","Bournemouth","R1K",6
"E06000028","Bournemouth","RH8",6
"E06000028","Bournemouth","RTP",6
"E06000028","Bournemouth","RJC",6
"E06000028","Bournemouth","RD8",5
"E06000028","Bournemouth","RTE",5
"E06000028","Bournemouth","RWG",5
"E06000028","Bournemouth","RN3",5
"E06000028","Bournemouth","RVV",4
"E06000028","Bournemouth","RP4",4
"E06000028","Bournemouth","RP6",4
"E06000028","Bournemouth","RN7",4
"E06000028","Bournemouth","RNA",4
"E06000028","Bournemouth","RTK",4
"E06000028","Bournemouth","RWF",4
"E06000028","Bournemouth","RWH",4
"E06000028","Bournemouth","RAN",4
"E06000028","Bournemouth","RGT",4
"E06000028","Bournemouth","RQX",4
"E06000028","Bournemouth","RW1",3
"E06000028","Bournemouth","RXC",3
"E06000028","Bournemouth","RA2",3
"E06000028","Bournemouth","RJ2",6
"E06000028","Bournemouth","RJR",3
"E06000028","Bournemouth","RLQ",3
"E06000028","Bournemouth","RXQ",3
"E06000028","Bournemouth","RM1",3
"E06000028","Bournemouth","RNL",3
"E06000028","Bournemouth","RF4",3
"E06000028","Bournemouth","RGN",3
"E06000028","Bournemouth","RC9",3
"E06000028","Bournemouth","RC1",2
"E06000028","Bournemouth","RK9",2
"E06000028","Bournemouth","RKB",2
"E06000028","Bournemouth","RWW",2
"E06000028","Bournemouth","RA3",2
"E06000028","Bournemouth","RAE",2
"E06000028","Bournemouth","RHQ",2
"E06000028","Bournemouth","RLT",2
"E06000028","Bournemouth","RDD",3
"E06000028","Bournemouth","RGP",2
"E06000028","Bournemouth","RWD",2
"E06000028","Bournemouth","RCD",2
"E06000028","Bournemouth","RNS",2
"E06000028","Bournemouth","RWE",2
"E06000028","Bournemouth","R1F",2
"E06000028","Bournemouth","RRK",4
"E06000028","Bournemouth","RJE",2
"E06000028","Bournemouth","RP5",2
"E06000028","Bournemouth","RQW",2
"E06000028","Bournemouth","RBZ",2
"E06000028","Bournemouth","RCB",2
"E06000028","Bournemouth","RTG",2
"E06000028","Bournemouth","RXK",3
"E06000028","Bournemouth","RAS",1
"E06000028","Bournemouth","RBS",1
"E06000028","Bournemouth","RBT",1
"E06000028","Bournemouth","RR8",1
"E06000028","Bournemouth","RTV",1
"E06000028","Bournemouth","RWA",1
"E06000028","Bournemouth","RPC",1
"E06000028","Bournemouth","REM",1
"E06000028","Bournemouth","RT3",1
"E06000028","Bournemouth","RXW",1
"E06000028","Bournemouth","RQ8",1
"E06000028","Bournemouth","RAP",1
"E06000028","Bournemouth","RT5",1
"E06000028","Bournemouth","RTF",1
"E06000028","Bournemouth","RW6",1
"E06000028","Bournemouth","R0A",1
"E06000028","Bournemouth","RFS",1
"E06000028","Bournemouth","RAT",1
"E06000028","Bournemouth","RCU",1
"E06000028","Bournemouth","RJ6",1
"E06000028","Bournemouth","RMY",1
"E06000028","Bournemouth","RXR",1
"E06000028","Bournemouth","RXX",1
"E06000028","Bournemouth","RMC",1
"E06000028","Bournemouth","RTR",1
"E06000028","Bournemouth","RX2",1
"E06000028","Bournemouth","RXL",1
"E06000029","Poole","RD3",17655
"E06000029","Poole","RDZ",2107
"E06000029","Poole","RDY",207
"E06000029","Poole","RHM",188
"E06000029","Poole","RNZ",87
"E06000029","Poole","RBD",70
"E06000029","Poole","RVJ",16
"E06000029","Poole","RHU",13
"E06000029","Poole","RT3",9
"E06000029","Poole","RA4",9
"E06000029","Poole","RBA",8
"E06000029","Poole","RYR",8
"E06000029","Poole","RN5",8
"E06000029","Poole","RD1",7
"E06000029","Poole","RTH",7
"E06000029","Poole","RYJ",6
"E06000029","Poole","REF",6
"E06000029","Poole","RJC",6
"E06000029","Poole","RAL",5
"E06000029","Poole","RBZ",5
"E06000029","Poole","RRK",9
"E06000029","Poole","RJ1",5
"E06000029","Poole","RJ7",5
"E06000029","Poole","RRV",5
"E06000029","Poole","RHW",5
"E06000029","Poole","RNS",5
"E06000029","Poole","RXH",4
"E06000029","Poole","RQM",4
"E06000029","Poole","RH8",4
"E06000029","Poole","RK9",4
"E06000029","Poole","RWE",3
"E06000029","Poole","R0A",3
"E06000029","Poole","RVR",3
"E06000029","Poole","RWH",3
"E06000029","Poole","R1H",3
"E06000029","Poole","R1F",3
"E06000029","Poole","RQX",3
"E06000029","Poole","RTE",3
"E06000029","Poole","RN3",3
"E06000029","Poole","RTK",3
"E06000029","Poole","RWF",3
"E06000029","Poole","RAS",2
"E06000029","Poole","R1K",2
"E06000029","Poole","RJZ",2
"E06000029","Poole","RWP",2
"E06000029","Poole","RX1",2
"E06000029","Poole","RXQ",2
"E06000029","Poole","RA3",2
"E06000029","Poole","RA7",2
"E06000029","Poole","RA2",2
"E06000029","Poole","RCB",2
"E06000029","Poole","RDD",2
"E06000029","Poole","RDU",2
"E06000029","Poole","RF4",2
"E06000029","Poole","RGR",2
"E06000029","Poole","RA9",2
"E06000029","Poole","RC9",2
"E06000029","Poole","REM",3
"E06000029","Poole","RNQ",2
"E06000029","Poole","RWG",2
"E06000029","Poole","RAP",1
"E06000029","Poole","RJ6",1
"E06000029","Poole","RTP",1
"E06000029","Poole","RBS",1
"E06000029","Poole","RFR",1
"E06000029","Poole","RJR",1
"E06000029","Poole","RW1",1
"E06000029","Poole","RXL",1
"E06000029","Poole","RBL",1
"E06000029","Poole","RLT",1
"E06000029","Poole","RNL",1
"E06000029","Poole","RLQ",1
"E06000029","Poole","RXW",1
"E06000029","Poole","R0B",1
"E06000029","Poole","RR8",1
"E06000029","Poole","RTF",1
"E06000029","Poole","RVV",1
"E06000029","Poole","RJ2",1
"E06000029","Poole","RXK",2
"E06000029","Poole","RD8",1
"E06000029","Poole","RFF",1
"E06000029","Poole","RGT",1
"E06000029","Poole","RM1",1
"E06000029","Poole","RXR",1
"E06000029","Poole","RXY",1
"E06000029","Poole","RQ3",1
"E06000029","Poole","RQW",1
"E06000029","Poole","RRF",1
"E06000030","Swindon","RN3",27878
"E06000030","Swindon","RTH",448
"E06000030","Swindon","RA7",227
"E06000030","Swindon","RTE",151
"E06000030","Swindon","RVJ",111
"E06000030","Swindon","RVN",102
"E06000030","Swindon","RD1",30
"E06000030","Swindon","RHW",22
"E06000030","Swindon","RDU",16
"E06000030","Swindon","RD3",15
"E06000030","Swindon","RNZ",13
"E06000030","Swindon","RA9",13
"E06000030","Swindon","REF",12
"E06000030","Swindon","RBD",12
"E06000030","Swindon","RNU",11
"E06000030","Swindon","RDZ",11
"E06000030","Swindon","RHM",11
"E06000030","Swindon","RH8",10
"E06000030","Swindon","RBA",9
"E06000030","Swindon","RQM",9
"E06000030","Swindon","RN5",9
"E06000030","Swindon","R1K",8
"E06000030","Swindon","RD8",8
"E06000030","Swindon","RWP",8
"E06000030","Swindon","RTK",8
"E06000030","Swindon","R1F",8
"E06000030","Swindon","RHU",8
"E06000030","Swindon","RXC",7
"E06000030","Swindon","RT3",7
"E06000030","Swindon","R1H",6
"E06000030","Swindon","RK9",6
"E06000030","Swindon","RAL",6
"E06000030","Swindon","RJ1",6
"E06000030","Swindon","RRK",10
"E06000030","Swindon","RA4",5
"E06000030","Swindon","RAE",4
"E06000030","Swindon","RAS",4
"E06000030","Swindon","RJZ",4
"E06000030","Swindon","RYJ",4
"E06000030","Swindon","RJE",4
"E06000030","Swindon","RR8",4
"E06000030","Swindon","AXG",4
"E06000030","Swindon","RA3",4
"E06000030","Swindon","RJ7",4
"E06000030","Swindon","RDD",4
"E06000030","Swindon","RVR",4
"E06000030","Swindon","RWG",3
"E06000030","Swindon","RXH",3
"E06000030","Swindon","RXQ",3
"E06000030","Swindon","RYR",3
"E06000030","Swindon","RBZ",3
"E06000030","Swindon","RRV",3
"E06000030","Swindon","RCB",3
"E06000030","Swindon","RJ2",4
"E06000030","Swindon","RWD",3
"E06000030","Swindon","RAP",2
"E06000030","Swindon","RXP",2
"E06000030","Swindon","RBN",2
"E06000030","Swindon","RLQ",2
"E06000030","Swindon","RXK",3
"E06000030","Swindon","R0B",2
"E06000030","Swindon","RA2",2
"E06000030","Swindon","RVV",2
"E06000030","Swindon","RX1",2
"E06000030","Swindon","RJC",2
"E06000030","Swindon","RK5",2
"E06000030","Swindon","RGN",2
"E06000030","Swindon","RJ6",2
"E06000030","Swindon","R0A",1
"E06000030","Swindon","RBS",1
"E06000030","Swindon","REM",1
"E06000030","Swindon","RFS",1
"E06000030","Swindon","RPY",1
"E06000030","Swindon","RQ3",1
"E06000030","Swindon","RTD",1
"E06000030","Swindon","RWH",1
"E06000030","Swindon","RXW",2
"E06000030","Swindon","RP4",1
"E06000030","Swindon","RWE",1
"E06000030","Swindon","RBK",1
"E06000030","Swindon","RC9",1
"E06000030","Swindon","RFF",1
"E06000030","Swindon","RHQ",1
"E06000030","Swindon","RLT",1
"E06000030","Swindon","RNL",1
"E06000030","Swindon","RQX",1
"E06000030","Swindon","RWA",1
"E06000030","Swindon","RX3",1
"E06000030","Swindon","RXN",1
"E06000030","Swindon","RXR",1
"E06000030","Swindon","RKB",1
"E06000030","Swindon","RM1",1
"E06000030","Swindon","RP5",1
"E06000030","Swindon","RP7",1
"E06000030","Swindon","RXF",1
"E06000030","Swindon","RTQ",1
"E06000030","Swindon","RTR",1
"E06000030","Swindon","RCF",1
"E06000030","Swindon","RNQ",1
"E06000030","Swindon","RTP",1
"E06000030","Swindon","RDY",1
"E06000030","Swindon","RF4",1
"E06000030","Swindon","RH5",1
"E06000030","Swindon","RTF",1
"E06000030","Swindon","RV3",1
"E06000030","Swindon","RAJ",1
"E06000030","Swindon","RJR",1
"E06000030","Swindon","RTG",1
"E06000030","Swindon","RTX",1
"E06000031","Peterborough","RGN",19162
"E06000031","Peterborough","RGT",484
"E06000031","Peterborough","RGM",161
"E06000031","Peterborough","RWE",127
"E06000031","Peterborough","RT1",55
"E06000031","Peterborough","RCX",39
"E06000031","Peterborough","RWD",31
"E06000031","Peterborough","RX1",19
"E06000031","Peterborough","RNQ",18
"E06000031","Peterborough","RAE",17
"E06000031","Peterborough","RYJ",13
"E06000031","Peterborough","RM1",13
"E06000031","Peterborough","RTG",13
"E06000031","Peterborough","R1H",13
"E06000031","Peterborough","RRK",16
"E06000031","Peterborough","RQ8",11
"E06000031","Peterborough","RC9",10
"E06000031","Peterborough","RJ1",10
"E06000031","Peterborough","RRV",12
"E06000031","Peterborough","RKB",9
"E06000031","Peterborough","REF",9
"E06000031","Peterborough","RGP",9
"E06000031","Peterborough","RQW",8
"E06000031","Peterborough","RYV",8
"E06000031","Peterborough","RNS",8
"E06000031","Peterborough","RQM",7
"E06000031","Peterborough","RWH",7
"E06000031","Peterborough","RDU",7
"E06000031","Peterborough","RHQ",7
"E06000031","Peterborough","R1K",6
"E06000031","Peterborough","RTE",6
"E06000031","Peterborough","RC1",6
"E06000031","Peterborough","RTH",6
"E06000031","Peterborough","RWF",5
"E06000031","Peterborough","RHW",5
"E06000031","Peterborough","RDE",5
"E06000031","Peterborough","RP7",5
"E06000031","Peterborough","RGR",4
"E06000031","Peterborough","RWA",4
"E06000031","Peterborough","RXK",6
"E06000031","Peterborough","RJL",4
"E06000031","Peterborough","RAJ",4
"E06000031","Peterborough","RJZ",4
"E06000031","Peterborough","RTP",4
"E06000031","Peterborough","RP6",4
"E06000031","Peterborough","RWW",4
"E06000031","Peterborough","RWG",4
"E06000031","Peterborough","RD3",4
"E06000031","Peterborough","RM3",3
"E06000031","Peterborough","RP1",3
"E06000031","Peterborough","RXC",3
"E06000031","Peterborough","RK5",3
"E06000031","Peterborough","RN5",3
"E06000031","Peterborough","RAS",3
"E06000031","Peterborough","RH8",3
"E06000031","Peterborough","RAL",3
"E06000031","Peterborough","RR8",3
"E06000031","Peterborough","R1L",3
"E06000031","Peterborough","R0A",3
"E06000031","Peterborough","RBA",3
"E06000031","Peterborough","RCB",3
"E06000031","Peterborough","RJ2",2
"E06000031","Peterborough","RMP",2
"E06000031","Peterborough","RW6",2
"E06000031","Peterborough","RK9",2
"E06000031","Peterborough","RP5",2
"E06000031","Peterborough","RTD",2
"E06000031","Peterborough","RVJ",2
"E06000031","Peterborough","RWJ",2
"E06000031","Peterborough","RXF",2
"E06000031","Peterborough","RA2",2
"E06000031","Peterborough","RFS",2
"E06000031","Peterborough","RN7",2
"E06000031","Peterborough","RP4",2
"E06000031","Peterborough","RBN",2
"E06000031","Peterborough","RJ7",2
"E06000031","Peterborough","RNL",2
"E06000031","Peterborough","RXW",3
"E06000031","Peterborough","RDZ",2
"E06000031","Peterborough","RXP",2
"E06000031","Peterborough","RYR",2
"E06000031","Peterborough","RLQ",2
"E06000031","Peterborough","RTX",2
"E06000031","Peterborough","RAP",1
"E06000031","Peterborough","RAT",1
"E06000031","Peterborough","RDD",1
"E06000031","Peterborough","REM",2
"E06000031","Peterborough","RJ6",1
"E06000031","Peterborough","R1F",1
"E06000031","Peterborough","RA7",1
"E06000031","Peterborough","RAX",1
"E06000031","Peterborough","RCD",1
"E06000031","Peterborough","RJE",1
"E06000031","Peterborough","RX4",1
"E06000031","Peterborough","RGD",1
"E06000031","Peterborough","RNA",1
"E06000031","Peterborough","RBD",1
"E06000031","Peterborough","RTK",1
"E06000031","Peterborough","RTR",2
"E06000031","Peterborough","RVV",1
"E06000031","Peterborough","RWY",1
"E06000031","Peterborough","RXL",1
"E06000031","Peterborough","RA9",1
"E06000031","Peterborough","RJR",1
"E06000031","Peterborough","RKE",1
"E06000031","Peterborough","RW1",1
"E06000031","Peterborough","RXQ",1
"E06000031","Peterborough","RD8",1
"E06000031","Peterborough","RF4",1
"E06000031","Peterborough","RQ3",1
"E06000031","Peterborough","RVR",1
"E06000031","Peterborough","RCF",1
"E06000031","Peterborough","RJC",1
"E06000031","Peterborough","RWP",1
"E06000031","Peterborough","RQX",1
"E06000031","Peterborough","RTF",1
"E06000031","Peterborough","RVW",1
"E06000031","Peterborough","RXN",1
"E06000032","Luton","RC9",27151
"E06000032","Luton","RWH",569
"E06000032","Luton","RWK",511
"E06000032","Luton","RGT",191
"E06000032","Luton","RT3",147
"E06000032","Luton","RC1",121
"E06000032","Luton","RWG",85
"E06000032","Luton","RAL",73
"E06000032","Luton","RYJ",68
"E06000032","Luton","RD8",65
"E06000032","Luton","R1H",53
"E06000032","Luton","R1K",48
"E06000032","Luton","RRV",66
"E06000032","Luton","RXQ",23
"E06000032","Luton","RJ1",21
"E06000032","Luton","RQ8",20
"E06000032","Luton","RDU",17
"E06000032","Luton","RTH",15
"E06000032","Luton","RJ7",13
"E06000032","Luton","RNS",12
"E06000032","Luton","RRK",18
"E06000032","Luton","RF4",10
"E06000032","Luton","RQM",10
"E06000032","Luton","RAP",10
"E06000032","Luton","RDE",9
"E06000032","Luton","RAS",9
"E06000032","Luton","RP6",9
"E06000032","Luton","RGP",9
"E06000032","Luton","RAE",9
"E06000032","Luton","RJZ",9
"E06000032","Luton","RQW",8
"E06000032","Luton","RP4",8
"E06000032","Luton","RQX",8
"E06000032","Luton","REF",8
"E06000032","Luton","RGM",7
"E06000032","Luton","RA9",7
"E06000032","Luton","RL4",6
"E06000032","Luton","RWF",6
"E06000032","Luton","RWE",6
"E06000032","Luton","R1F",6
"E06000032","Luton","RXC",6
"E06000032","Luton","R0A",6
"E06000032","Luton","RX1",6
"E06000032","Luton","RJE",6
"E06000032","Luton","RFF",5
"E06000032","Luton","RVV",5
"E06000032","Luton","RGN",5
"E06000032","Luton","RKB",5
"E06000032","Luton","RNQ",5
"E06000032","Luton","RTK",5
"E06000032","Luton","RDZ",5
"E06000032","Luton","RJ2",6
"E06000032","Luton","RWA",4
"E06000032","Luton","RQ3",4
"E06000032","Luton","RHU",4
"E06000032","Luton","RM1",4
"E06000032","Luton","RAN",4
"E06000032","Luton","RD1",4
"E06000032","Luton","RTE",4
"E06000032","Luton","RWD",4
"E06000032","Luton","RHQ",4
"E06000032","Luton","RJ6",3
"E06000032","Luton","RNZ",3
"E06000032","Luton","RJC",3
"E06000032","Luton","RXW",3
"E06000032","Luton","R1L",3
"E06000032","Luton","RVR",3
"E06000032","Luton","REM",3
"E06000032","Luton","RCX",3
"E06000032","Luton","RFS",3
"E06000032","Luton","RTP",3
"E06000032","Luton","RH8",3
"E06000032","Luton","RDD",4
"E06000032","Luton","RMC",3
"E06000032","Luton","RXK",6
"E06000032","Luton","RKE",2
"E06000032","Luton","RLT",2
"E06000032","Luton","RN7",2
"E06000032","Luton","RV3",2
"E06000032","Luton","RXH",2
"E06000032","Luton","RXL",2
"E06000032","Luton","RWY",2
"E06000032","Luton","RXR",2
"E06000032","Luton","RHM",2
"E06000032","Luton","RAJ",2
"E06000032","Luton","RBK",2
"E06000032","Luton","RN5",2
"E06000032","Luton","RR8",2
"E06000032","Luton","RNU",1
"E06000032","Luton","RTR",1
"E06000032","Luton","RBT",1
"E06000032","Luton","RHW",1
"E06000032","Luton","RAX",1
"E06000032","Luton","RV9",1
"E06000032","Luton","RYR",1
"E06000032","Luton","RBN",1
"E06000032","Luton","RP1",1
"E06000032","Luton","RCB",1
"E06000032","Luton","RW6",1
"E06000032","Luton","RXN",1
"E06000032","Luton","RGR",1
"E06000032","Luton","RK5",1
"E06000032","Luton","RN3",1
"E06000032","Luton","RNA",1
"E06000032","Luton","RP5",1
"E06000032","Luton","RXF",1
"E06000032","Luton","RBZ",1
"E06000032","Luton","RCD",1
"E06000032","Luton","RTD",1
"E06000032","Luton","RA4",1
"E06000032","Luton","RBA",1
"E06000032","Luton","RD3",1
"E06000032","Luton","RVJ",1
"E06000032","Luton","RWP",1
"E06000033","Southend-on-Sea","RAJ",22069
"E06000033","Southend-on-Sea","R1L",567
"E06000033","Southend-on-Sea","RQ8",464
"E06000033","Southend-on-Sea","RDD",439
"E06000033","Southend-on-Sea","R1H",207
